type;phone;title;dataId;rating;address;placeId;reviews;website;position;thumbnail;description;keyword.ll;keyword.keyword;gpsCoordinates.latitude;gpsCoordinates.longitude;serviceOptions.0;serviceOptions.1;serviceOptions.2;serviceOptions.3;serviceOptions.4;serviceOptions.5;serviceOptions.6
Insurance company;+43 50 3505 0400;Wiener Städtische Versicherung AG Vienna Insurance Group;0x476d0109b1d3d4c3:0xc2665e9eeb0d3098;3.6;Maria-Tusch-Straße 19, 1220 Wien, Austria;ChIJw9TTsQkBbUcRmDAN655eZsI;12;https://www.wienerstaedtische.at/geschaeftsstellen.html;5;https://lh5.googleusercontent.com/p/AF1QipOlnK-pHsO8wRQK08gF2h_JwJ4NWwPeDa3IJNlg=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group in AT, Lower Austria, Schwechat;48.225032999999996;16.5016817;Wheelchair-accessible entrance;;;;;;
Insurance company;+43 50 1007 5900;Team s Versicherung - LD Steiermark - WIENER STÄDTISCHE Versicherung AG Vienna Insurance Group;0x476e358285ddaf59:0x5ef94d275c3d6cd6;1.6;Brockmanngasse 32/2, 8010 Graz, Austria;ChIJWa_dhYI1bkcR1mw9XCdN-V4;7;https://www.s-versicherung.at/de/home;3;https://lh5.googleusercontent.com/p/AF1QipMhhjGS-3osuCbbt0daIsxGmfqAKvcrv48UBqQ=w163-h92-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group in AT, Styria, Graz;47.0644731;15.449787299999999;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Association / Organization;+43 2236 22903;Burschenschaft Wiking zu Mödling;0x476daf0c0f03c459:0x3d5ba13e19af592;3.9;Brühler Str. 48, 2340 Mödling, Austria;ChIJWcQDDwyvbUcRkvWa4RO61QM;8;http://www.wiking.at/;1;https://lh5.googleusercontent.com/p/AF1QipMxibRA9wUmFBfoxHmJ66kezK-6pjxm82_yAbI=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Mödling;48.0843214;16.276791499999998;Wheelchair-accessible entrance;;;;;;
Federal police;;Flugeinsatzstelle Wien - Außenstelle Schwechat, BMI Flugpolizei;0x476c5552fb9fe7c1:0x458c0f1dee720da7;;Stichstraße West, Obj. 229, Cargo N Ring, 1300 Schwechat, Austria;ChIJweef-1JVbEcRpw1y7h0PjEU;;undefined;8;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KHI-vxWIJo2Ho_xZK7_uOw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=39.27516&pitch=0&thumbfov=100;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Schwechat;48.130468199999996;16.542197899999998;Wheelchair-accessible car park;;;;;;
Insurance broker;+43 2236 41534;Burg Versicherungen GmbH;0x476dafa8897c1759:0x842292b8974e5df6;5;Hauptstraße 19-21/8, 2340 Mödling, Austria;ChIJWRd8iaivbUcR9l1Ol7iSIoQ;4;http://www.burgversicherungen.at/;6;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=33m4IVG3XgsslNmx-Wdu5g&cb_client=search.gws-prod.gps&w=80&h=92&yaw=159.02713&pitch=0&thumbfov=100;;@40.7455096,-74.0083012,14z;vienna insurance group (vig) in AT, Lower Austria, Mödling;48.0863082;16.2922006;;;;;;;
Clothing store;;KiK Krems Gewerbepark;0x47728399b6583559:0x4a5a5b8536b759d0;4.1;Gewerbeparkstraße 3, 3500 Krems an der Donau, Austria;ChIJWTVYtpmDckcR0Fm3NoVbWko;275;http://www.kik.at/filialfinder/9/Krems_Gewerbepark/Gewerbeparkstraße;79;https://lh5.googleusercontent.com/p/AF1QipPqXd8fetxw_SOmDPFrl6lIw5SgmFplN8FqgAO1=w80-h106-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Krems an der Donau;48.4058845;15.6554978;In-store shopping;Delivery;Same-day delivery;;;;
Cafe;+43 2732 824550;Cafe-Konditorei Raimitz;0x477284428f9a09c3:0x278c1b2e5de12cdf;4.4;Bahnhofpl. 12, 3500 Krems an der Donau, Austria;ChIJwwmaj0KEckcR3yzhXS4bjCc;927;https://www.raimitz.at/;28;https://lh5.googleusercontent.com/p/AF1QipMTNRQS6W1K651u1w4ZiPIIh9ELnmAtydI8GHc9=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Krems an der Donau;48.4095151;15.603942;Outdoor seating;Takeaway;Dine-in;Delivery;;;
Restaurant;+43 676 9556210;Big Mannis House;0x476dc9f7dfef7d59:0xb125bba78053e82e;4.6;Steinabrücklerstraße 40, 2752 Wöllersdorf, Austria;ChIJWX3v3_fJbUcRLuhTgKe7JbE;34;undefined;20;https://lh5.googleusercontent.com/p/AF1QipNW5f3RWcvNzbKaCPmNqOF8kvTlZ-nBKSZG69PD=w163-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Ternitz;47.863106699999996;16.1846866;Outdoor seating;Takeaway;Dine-in;Delivery;;;
Insurance agency;+43 2732 74950;Wiener Städtische Versicherung AG;0x47728443e0e1f55b:0x451abeb4b3d613ac;;Utzstraße 11, 3500 Krems an der Donau, Austria;ChIJW_Xh4EOEckcRrBPWs7S-GkU;;undefined;2;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xvn7n3hueQgtYFKP96igzg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=53.826336&pitch=0&thumbfov=100;;@40.7455096,-74.0083012,14z;vienna insurance group (vig) in AT, Lower Austria, Krems an der Donau;48.4074739;15.598141;Wheelchair-accessible car park;;;;;;
;;Klosterneuburg;0x476d0eb52fb62ec3:0xd0e8c971f3d3ab0;;Austria;ChIJwy62L7UObUcRsDo9H5eMDg0;;undefined;15;https://lh5.googleusercontent.com/p/AF1QipNPWbie8s7QRMAIX9LrsUB-1LrA8fYD9egXPLx-=w80-h142-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Klosterneuburg;48.3038812;16.2907408;;;;;;;
Taxi service;+43 660 6426660;Big Taxi Sladek;0x476dcbc5b83d9e59:0x100045b784b6a38f;;Wöllersdorfer Str. 23, 2700 Wiener Neustadt, Austria;ChIJWZ49uMXLbUcRj6O2hLdFABA;;undefined;15;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=C-GEcQAjq_FSGjjAvbJ82g&cb_client=search.gws-prod.gps&w=80&h=92&yaw=222.41045&pitch=0&thumbfov=100;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.8316448;16.2337638;;;;;;;
Insurance agency;+43 50 3505 0800;Zulassungsstelle Wiener Städtische Versicherung AG;0x476da9d7f6b27dc7:0x9cc2cea00a6e8230;3.6;Wiedner Gürtel 1/Top 10, 1100 Wien, Austria;ChIJx32y9tepbUcRMIJuCqDOwpw;99;https://www.wienerstaedtische.at/geschaeftsstellen.html;12;https://lh5.googleusercontent.com/p/AF1QipOZDoeMYwVshtiSFHJniOyt5tfs6j424DDomHMk=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Schwechat;48.187616299999995;16.380247999999998;Wheelchair-accessible entrance;;;;;;
Motel;+43 676 7344528;Nava Motel & Storage;0x476dcb2ab4697fc7:0xccdb35725f3fc059;4.3;Ackergasse 50, 2700 Wiener Neustadt, Austria;ChIJx39ptCrLbUcRWcA_X3I128w;94;https://www.nava-lamede.at/;45;https://lh5.googleusercontent.com/p/AF1QipP8r_OA2ePOD-0Nt9Re97UCooyhDfsSzBN9UNv9=w163-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.8341888;16.2621967;;;;;;;
Insurance company;+43 50 3505 3100;Wiener Städtische Versicherung AG Vienna Insurance Group;0x476dd044876a70c7:0x34eca43fc8f9f4f4;3;Schwarzottstraße 2a, 2620 Neunkirchen, Austria;ChIJx3Bqh0TQbUcR9PT5yD-k7DQ;8;https://www.wienerstaedtische.at/geschaeftsstellen.html;2;https://lh5.googleusercontent.com/p/AF1QipNFGxhJiUXFccEW4MKzf2ILa-Bph3W8ytgGMS9g=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group in AT, Lower Austria, Ternitz;47.717850399999996;16.0712918;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Insurance company;+43 2252 508747;PTH Finanz & Versicherungsservice GmbH;0x476db1bffc3877c7:0x5f1b3f34ec612d;4.2;Wiener Neustädter Str. 7, 2514 Traiskirchen, Austria;ChIJx3c4_L-xbUcRLWHsND8bXwA;89;http://www.pth-finanz.at/;2;https://lh5.googleusercontent.com/p/AF1QipMAEbn2TcOkZrDa8RNPWxdJiORuy0OWeefLJryB=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group (vig) in AT, Lower Austria, Traiskirchen;48.0141292;16.2940808;On-site services;;;;;;
Park;+43 50 2012 028904;Akademiepark;0x476dcb81b5157a5f:0xae7ef708d981017a;4.6;Am Akademiepark, 2700 Wiener Neustadt, Austria;ChIJX3oVtYHLbUcRegGB2Qj3fq4;1155;undefined;61;https://lh5.googleusercontent.com/p/AF1QipM7BvYHUb4hQUNpFX42DoFhKPmh3kU8u5QZJw3Z=w163-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.8024576;16.249219999999998;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Insurance company;+43 50 3505 9200;Wiener Städtische Versicherung AG Vienna Insurance Group;0x4771de158af37f5f:0x715205f1889ec7f1;3.9;Franz Josef-Straße 1, 8700 Leoben, Austria;ChIJX3_zihXecUcR8ceeiPEFUnE;18;https://www.wienerstaedtische.at/geschaeftsstellen.html;1;https://lh5.googleusercontent.com/p/AF1QipNpauOA8lxOq0-MfXuzZHJnRh93Iksr8Ud_NSL-=w138-h92-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group in AT, Styria, Leoben;47.381922499999995;15.0938392;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Butcher shop;+43 4352 51301;Fleischerei Butej;0x477020fa8d37bec7:0x5a69fc4cb1013c15;4.6;Stadthammerstraße 4, 9400 Wolfsberg, Austria;ChIJx743jfogcEcRFTwBsUz8aVo;37;undefined;15;https://lh5.googleusercontent.com/p/AF1QipPx47QVvPiR_nat68_Kv2TWY_MQuhLPeZAgs9mv=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Carinthia, Wolfsberg;46.8419798;14.8437117;Delivery;Same-day delivery;;;;;
Ice cream shop;+43 650 3418572;Eisdiele Venezia;0x477284433a7fb5c7:0x122c1ebd4262db80;4.6;u. Landstraße 6, 3500 Krems an der Donau, Austria;ChIJx7V_OkOEckcRgNtiQr0eLBI;95;https://nodu.me/eisdiele-venezia-565909-at;37;https://lh5.googleusercontent.com/p/AF1QipO1ntXczRsn4fMfWBr6Sq1dMG8T5YSp2bTBa7hL=w80-h106-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Krems an der Donau;48.411311999999995;15.601166;Takeaway;Delivery;Same-day delivery;;;;
Insurance company;+43 50 3504 6000;Wiener Städtische Versicherung AG Vienna Insurance Group Landesdirektion Tirol;0x479d6b76d10b73fd:0xec6dcf7634bf0577;2.9;Südtiroler Pl. 4, 6020 Innsbruck, Austria;ChIJ_XML0XZrnUcRdwW_NHbPbew;30;https://www.wienerstaedtische.at/privatkunden.html;1;https://lh5.googleusercontent.com/p/AF1QipOU5fSqqd1LbitoNRpCXDNDazoX9z5DBzWb7Il6=w163-h92-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group (vig) in AT, Tyrol, Innsbruck;47.264437699999995;11.3995813;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Military board;+43 50 2012 028901;Theresia Military Academy of the Federal Ministry of Defense;0x476dcb857322fa5f:0xaad6f9ffc0ddd3ce;4.8;Burgpl. 1, 2700 Wiener Neustadt, Austria;ChIJX_oic4XLbUcRztPdwP_51qo;54;https://www.milak.at/;38;https://lh5.googleusercontent.com/p/AF1QipNhN2JA70i6NBLwwjZTFdlCid83Dj9zfqWoVcu5=w138-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.8099895;16.2451213;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Home improvement store;+43 4352 531;OBI Markt Wolfsberg;0x47702046482d205d:0x6d15635b7f01be72;3.9;Tatzerschachtweg 2, 9400 Wolfsberg, Austria;ChIJXSAtSEYgcEcRcr4Bf1tjFW0;1047;https://www.obi.at/markt/wolfsberg;16;https://lh5.googleusercontent.com/p/AF1QipP8Pe4OEeK4ccfiGMM0XfUf4oxCRGYoOc9ExflQ=w163-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Carinthia, Wolfsberg;46.818086;14.834548;In-store pick-up;In-store shopping;Same-day delivery;Delivery;;;
Baby store;+43 2622 24038;BabyOne - The big baby stores;0x476dcbe6ebd2375d:0xffd060b7327b1e04;4.3;Fischauer G. 211, 2700 Wiener Neustadt, Austria;ChIJXTfS6-bLbUcRBB57Mrdg0P8;43;http://www.babyone.at/fachmarkt/wiener-neustadt/056;4;https://lh5.googleusercontent.com/p/AF1QipPUDiDFyDsoxr4eZfn_I3V9sF2nVkNHV_amnvlZ=w163-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.8220823;16.216800199999998;In-store pick-up;In-store shopping;Same-day delivery;;;;
Restaurant;+43 4352 61357;Gasthof Pension Zoller;0x47702356ca5834c5:0xaf2a86e37fd01dc0;4.6;Forst 57, 9412 St. Margarethen, Austria;ChIJxTRYylYjcEcRwB3Qf-OGKq8;327;http://www.zoller-urlaube.at/;20;https://lh5.googleusercontent.com/p/AF1QipOdk_LAc6pCu3iyMN3m0k8VGPm_da8IawdMGbZA=w138-h92-k-no;Down-to-earth inn with a restaurant. Relaxed, rural inn offering simple rooms, some with balconies, plus free breakfast & a restaurant.. . t;@40.7455096,-74.0083012,14z;vig in AT, Carinthia, Wolfsberg;46.861655999999996;14.7681024;Outdoor seating;Takeaway;Dine-in;Delivery;;;
;;Ansfelden;0x4773958987c9495d:0x9249e2faa3a9a4f8;;Austria;ChIJXUnJh4mVc0cR-KSpo_riSZI;;http://www.ansfelden.at/;2;https://lh5.googleusercontent.com/p/AF1QipOr8UeCHCpiE9wMVRaSE5FrMX9nuoJGeE6ySyAb=w80-h120-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Salzburg, Ansfelden;48.2077278;14.2912729;;;;;;;
Insurance company;+43 6582 727640;Generali Saalfelden;0x4776e35b5f48f5c7:0x6a382d2b9f4d7a5a;4.3;Leogangerstraße 13, 5760 Saalfelden am Steinernen Meer, Austria;ChIJx_VIX1vjdkcRWnpNnystOGo;11;https://www.generali.at/helpcenter/standorte/Saalfelden;2;https://lh5.googleusercontent.com/p/AF1QipO09NUEluqsEEu3s-wE5I3W0Y2btmd6hOjcYpaz=w163-h92-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group in AT, Salzburg, Saalfelden am Steinernen Meer;47.4283217;12.844120199999999;Wheelchair-accessible car park;;;;;;
Police station;+43 59 1333 391100;Polizeiinspekton Wiener Neustadt;0x476dcb8f89d8e55f:0x4db4e33d8b39102a;;Burgpl. 2, 2700 Wiener Neustadt, Austria;ChIJX-XYiY_LbUcRKhA5iz3jtE0;;http://www.polizei.gv.at/noe/lpd/dst/dienststellen.aspx;14;https://lh5.googleusercontent.com/p/AF1QipO4jEYhZ5jY5Q-PCA8LWUX1pCaxfNhis_Vp5Vtq=w80-h106-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.8100646;16.2443831;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Insurance company;+43 50 3504 0000;Wiener Städtische Versicherung AG Vienna Insurance Group Landesdirektion Wien;0x476d07a516309c5d:0x61a43d2c53b4c979;3.1;Ob. Donaustraße 49-51, 1020 Wien, Austria;ChIJXZwwFqUHbUcRecm0Uyw9pGE;76;https://www.wienerstaedtische.at/privatkunden.html;9;https://lh5.googleusercontent.com/p/AF1QipOMi6Td8XaxoKnDua9S2id8knvnmhc-499VsOM=w138-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Schwechat;48.218751499999996;16.3721952;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Stadium;+43 676 889062611;Ertl Glas Stadion;0x477248f4d651ed63:0xc791e6f31e262cd6;4.4;Stadthallestraße 1, 3300 Amstetten, Austria;ChIJY-1R1vRIckcR1iwmHvPmkcc;282;http://www.sku-amstetten.at/;6;https://lh5.googleusercontent.com/p/AF1QipNMXg4KFWa-1ibNsEFjhJkLChh3l0XqHqs9OfyW=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Amstetten;48.115612299999995;14.8767851;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Clothing store;+43 2622 84445;C&A;0x476dcbe6792060cb:0xd531a0caf1188fcc;4.2;Zehnergürtel 12-24, 2700 Wiener Neustadt, Austria;ChIJy2AgeebLbUcRzI8Y8cqgMdU;294;https://www.c-and-a.com/at/de/shop;53;https://lh5.googleusercontent.com/p/AF1QipNUS4o9gsi9VCJHjR8rUpbYFbj8y-vKhnSFU-2q=w155-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.819058999999996;16.2184901;In-store pick-up;Same-day delivery;;;;;
University;+43 2732 8930;Danube University Krems;0x47728449162e8263:0x520907d81c8f14b6;4.4;Dr.-Karl-Dorrek-Straße 30, 3500 Krems an der Donau, Austria;ChIJY4IuFkmEckcRthSPHNgHCVI;149;https://www.donau-uni.ac.at/;69;https://lh5.googleusercontent.com/p/AF1QipMlvpKWBv5SyX7ONeYv-m7jdQFelD9KzQ2vnPQW=w137-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Krems an der Donau;48.4081548;15.5862305;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Fitness center;+43 3842 42568;INJOY Gym and Swim im Asia Spa Leoben;0x4771de17e1b08563:0x6de4d0371998afe1;4.3;In der Au 3, 8700 Leoben, Austria;ChIJY4Ww4RfecUcR4a-YGTfQ5G0;52;http://www.injoy-gym-swim.de/;5;https://lh5.googleusercontent.com/p/AF1QipPOHFKSQKA9JOOsIAvWHBlj_J-UoGWfPl8cNF0a=w163-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Styria, Leoben;47.3868021;15.096464999999998;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Guest house;+43 2732 823160;Gästehaus Einzinger GmbH;0x477284368eff9663:0x28d3b660aaa7716e;4.6;Steiner Landstraße 82, 3500 Krems an der Donau, Austria;ChIJY5b_jjaEckcRbnGnqmC20yg;115;http://gaestehaus-einzinger.at/;35;https://lh3.googleusercontent.com/gps-proxy/ALd4DhGi8vmN1fqTO39sNtdH1ygmItsvg2k8RzffEu_KY458xgv82Y2o7SRvZNQ9HxI98A2Rukulwryw0Y6CISN12NLGCXWk9wrUpP42E831acXvBqdc5rXbTsPLE9_iWsHXjMHchJfOWz1RAmQ9cWy8g-uiwlayx6OVh6eovUyrccEN_Iaj8f-Xgbc=w122-h92-k-no;Quaint 1500s guesthouse with a courtyard. Airy quarters in a quaint 16th-century guesthouse with a courtyard & a rooftop terrace.. . t;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Krems an der Donau;48.4017158;15.579972499999998;;;;;;;
Insurance company;+43 50 3505 2700;Zulassungsstelle Wiener Städtische Versicherung AG;0x476daae42d5cb663:0x7f33a544fff12d7b;4.5;Wr. Str. 9, 2320 Schwechat, Austria;ChIJY7ZcLeSqbUcRey3x_0SlM38;31;https://www.wienerstaedtische.at/geschaeftsstellen.html;3;https://lh5.googleusercontent.com/p/AF1QipMU1huIfwxFzWQK5rYrhv5xSV76qqmn50NNl274=w163-h92-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group (vig) in AT, Lower Austria, Schwechat;48.141549399999995;16.4749785;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Hotel;+43 3842 46800;Hotel Kongress Leoben;0x4771de3e4ad5bfc9:0xe5fc65494952ef16;4.2;Langgasse 10, 8700 Leoben, Austria;ChIJyb_VSj7ecUcRFu9SSUll_OU;490;https://www.hotelkongress.at/;20;https://lh5.googleusercontent.com/p/AF1QipMYdkxerfPu-gYmmV2bfb0uV1zRjbFcJEuv6D5p=w199-h92-k-no;Down-to-earth hotel with simple quarters. Straightforward hotel offering unpretentious rooms & suites, some with sitting areas.. . t;@40.7455096,-74.0083012,14z;vig in AT, Styria, Leoben;47.3806583;15.0957707;;;;;;;
Laser tag center;+43 681 81400764;Lasermaxx Wr. Neustadt;0x476dcb7bb6cfcf61:0x9d8a4e761bba6e5c;4.6;Anny Wödl Gasse 3, Anny Wodl Gasse 3, 2700 Wiener Neustadt, Austria;ChIJYc_PtnvLbUcRXG66G3ZOip0;307;http://www.lasermaxx.at/;55;https://lh5.googleusercontent.com/p/AF1QipME8OiBnHkkZ5JT_y8UKxad9_doOCzoPuXCLGU0=w129-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.805461;16.265151;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Insurance agency;+43 2236 893937;Versicherungsdoc;0x476daf5ed149f963:0x3a93505272db5c49;5;Bahnhofpl. 3, 2340 Mödling, Austria;ChIJY_lJ0V6vbUcRSVzbclJQkzo;24;http://www.versicherungsdoc.at/;4;https://lh5.googleusercontent.com/p/AF1QipNKogzIYpPjLnxhR7Is63-xc0FDpt-vMombVuxE=w80-h102-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group (vig) in AT, Lower Austria, Mödling;48.085398399999995;16.2946162;Online appointments;On-site services;;;;;
;;Wimpassing im Schwarzatale;0x476dd09d16d58af9:0xbf6d8ff1b9340029;;2632, Austria;ChIJ-YrVFp3QbUcRKQA0ufGPbb8;;http://www.wimpassing.at/;12;https://lh5.googleusercontent.com/p/AF1QipNmnENi1QUUFLZGZEG_pJc4zx87HyJMdvpuXhxo=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Ternitz;47.6992999;16.0329482;;;;;;;
Tattoo shop;;The Mess;0x476dcb8fcb302d61:0xc01a6c3b9bcb7692;5;Mittere G. 1, 2700 Wiener Neustadt, Austria;ChIJYS0wy4_LbUcRknbLmztsGsA;26;http://instagram.com/the_mess_tattoo;70;https://lh5.googleusercontent.com/p/AF1QipOqflFhKlhsjEQ7qTXLcb6UzXEIG_T5Pv5A_0_f=w92-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.8112157;16.2414879;Delivery;Same-day delivery;;;;;
Student dormitory;+43 316 836666;WIST Steiermark;0x4771de143bc52fc9:0xaceee4e8a6d824d;3.8;Roseggerstraße 10, 8700 Leoben, Austria;ChIJyS_FOxTecUcRTYJtik7uzgo;9;https://www.wist-steiermark.at/de/residences/leoben-rosseggerstrasse-10;1;https://lh5.googleusercontent.com/p/AF1QipMuR7jYEee7_EmMZxlt-rJR59yvDBn5Z49ouPfL=w126-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Styria, Leoben;47.382855;15.089878899999999;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Charity;+43 660 5699056;Pfadfinder Klosterneuburg Weidling;0x476d0efd1b133561:0xd34f5724975c003b;4;Hauptstraße 10, 3400 Klosterneuburg, Austria;ChIJYTUTG_0ObUcROwBclyRXT9M;11;http://www.pfadfinder-weidling.at/;12;https://lh5.googleusercontent.com/p/AF1QipPGaEAeMpsPnyg_0vrCJfGgDJF0djSyvCMpINBd=w216-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Klosterneuburg;48.2907132;16.308515;;;;;;;
Ice cream shop;+43 2732 82455;Eisbiene;0x4772850d244a3561:0xc858fe5de636b2f8;4.6;Bahnhofpl. 10, 3500 Krems an der Donau, Austria;ChIJYTVKJA2FckcR-LI25l3-WMg;88;https://www.eisbiene.at/;25;https://lh5.googleusercontent.com/p/AF1QipOMI8CYrENDgLocUOKg02af1coRtFgFwF0lEl6w=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Krems an der Donau;48.4091865;15.604082799999999;Identifies as women-owned;;;;;;
Insurance company;+43 50 3902 2000;VIENNA INSURANCE GROUP (VIG);0x476d07a4c9d24e61:0xdd2da3feacf58ff6;2.8;Schottenring 30, 1010 Wien, Austria;ChIJYU7SyaQHbUcR9o_1rP6jLd0;9;https://group.vig/;2;https://lh5.googleusercontent.com/p/AF1QipMTa0TnOk2SJ28WmRssjTBTudYTeOQN6nZ7HBB2=w163-h92-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group (vig) in AT, Lower Austria, Klosterneuburg;48.2170071;16.369929199999998;Wheelchair-accessible entrance;;;;;;
Winery;+43 2732 82901;Weingut Nikolaihof Wachau;0x4772842e2f2f49c9:0x3418301528814c2e;4.7;Nikolaigasse 3, 3512 Mautern an der Donau, Austria;ChIJyUkvLy6EckcRLkyBKBUwGDQ;145;http://www.nikolaihof.at/;20;https://lh5.googleusercontent.com/p/AF1QipP9hcF36VDM3HwTabay-iR45I9VxEDO6FC_V1uo=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Krems an der Donau;48.3944597;15.5778106;Delivery;;;;;;
Art gallery;+43 676 841181200;Galerie Gugging;0x476d0c2466f753c9:0xda3838afda90d676;4.6;Am Campus 2, 3400 Klosterneuburg, Austria;ChIJyVP3ZiQMbUcRdtaQ2q84ONo;20;http://www.gugging.com/;24;https://lh5.googleusercontent.com/p/AF1QipNLxiCtzwIzlmI1ULVDBWD9pHFjv0rzO8-eyEL_=w163-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Klosterneuburg;48.313356999999996;16.2585619;Wheelchair-accessible car park;Wheelchair-accessible toilet;;;;;
Insurance company;+43 50 3505 4200;Wiener Städtische Versicherung AG Vienna Insurance Group;0x476d0f1beb6ce5cb:0xe11d30dc8b0aba81;2.4;Inkustraße 1-7/8, 3400 Klosterneuburg, Austria;ChIJy-Vs6xsPbUcRgboKi9wwHeE;14;https://www.wienerstaedtische.at/geschaeftsstellen.html;1;https://lh5.googleusercontent.com/p/AF1QipPVgMA9ARSqabIqGsyYrYALohsF-fnd8WSq-0nK=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group in AT, Lower Austria, Klosterneuburg;48.291232699999995;16.3415698;;;;;;;
Bowling alley;+43 3842 42698;Centertainment21;0x4771de30d1c910cb:0x54f390d8118b7f3b;4.1;Kärntner Str. 77, 8700 Leoben, Austria;ChIJyxDJ0TDecUcRO3-LEdiQ81Q;225;http://www.centertainment21.at/;8;https://lh5.googleusercontent.com/p/AF1QipPTEuq4iebyDAszcILll0c3W5eWNqfz-l--b1W2=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Styria, Leoben;47.3814506;15.1100444;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
